Date,Milk,Sweet breakfast,Savory breakfast,Red meat,White meat,Fish,Vegetables,Eggs,Avocado,Dairy without lactose,Dairy with lactose,Sweets,Wine,Beer,Liquor,Pizza,Fast food,Fasting,Sport,Multivitamins,D 4000,C 1000,K,Zinco,B,Iron,Acido folico,Sideral Forte,Sideral Folic,Briovitase,BeTotal,Carnidyn Fast,Equilibra sostegno forte,Magnesium,Magnesio supremo,Omega 3,Armolipid plus,Polase,Electrolytes,Proteins,Creatine,Glutamine,Sale rosa,Psillio,Taurina,Bioritmon,Codex,Ezerex,Sweat deo,Psicobrain morning,Psicobrain evening,Ashwagandha,Soft,Hard,Rap,MME,ED,Cold shower,Hot shower,Well being,Good sleep,Meditation,Belly breathing,Temperature,Sweat problems,Sickness,Bad sleep,Anxiety,Mental fog,Pessimism,Anger,Rumination,
2024-03-28,YES_MANUAL,YES_MANUAL,UNKNOWN,YES_AUTO,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,YES_AUTO,YES_MANUAL,YES_MANUAL,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,YES_MANUAL,7000,NO,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-27,YES_MANUAL,YES_MANUAL,UNKNOWN,YES_AUTO,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,YES_MANUAL,YES_MANUAL,YES_AUTO,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,YES_MANUAL,8000,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-26,YES_MANUAL,YES_AUTO,YES_MANUAL,YES_AUTO,YES_AUTO,YES_MANUAL,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,YES_AUTO,YES_MANUAL,YES_AUTO,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,YES_MANUAL,6000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-25,YES_MANUAL,YES_MANUAL,UNKNOWN,YES_AUTO,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,YES_MANUAL,YES_MANUAL,YES_AUTO,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,YES_MANUAL,5000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-24,UNKNOWN,YES_MANUAL,UNKNOWN,YES_AUTO,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,YES_MANUAL,YES_AUTO,YES_AUTO,YES_AUTO,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,YES_MANUAL,9000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-23,UNKNOWN,YES_AUTO,YES_MANUAL,YES_MANUAL,YES_AUTO,YES_MANUAL,UNKNOWN,YES_MANUAL,YES_MANUAL,YES_MANUAL,YES_AUTO,YES_MANUAL,YES_MANUAL,YES_AUTO,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,YES_MANUAL,8000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-22,YES_MANUAL,YES_MANUAL,UNKNOWN,YES_AUTO,YES_MANUAL,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,YES_AUTO,YES_MANUAL,YES_AUTO,YES_MANUAL,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_MANUAL,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-21,UNKNOWN,YES_AUTO,YES_MANUAL,YES_AUTO,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,YES_AUTO,YES_MANUAL,YES_AUTO,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-20,YES_MANUAL,YES_AUTO,UNKNOWN,YES_AUTO,YES_AUTO,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,YES_MANUAL,YES_AUTO,YES_AUTO,YES_AUTO,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-19,YES_MANUAL,YES_AUTO,UNKNOWN,YES_AUTO,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,YES_AUTO,YES_AUTO,YES_AUTO,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-18,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,YES_AUTO,YES_AUTO,YES_AUTO,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,YES_MANUAL,YES_MANUAL,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-17,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,YES_AUTO,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,YES_AUTO,YES_AUTO,YES_MANUAL,YES_AUTO,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,NO,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-16,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,YES_AUTO,YES_AUTO,UNKNOWN,YES_MANUAL,YES_AUTO,UNKNOWN,YES_AUTO,YES_AUTO,UNKNOWN,YES_MANUAL,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-15,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-14,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-13,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-12,YES_MANUAL,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-11,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_MANUAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-10,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-09,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-08,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-07,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
2024-03-06,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,YES_AUTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
